Period,Profit Margin (Quarterly)
2017-12-31,-1.2749
2017-06-30,-4.5085
2017-03-31,-5.0271
2016-12-31,-50.5291
2016-09-30,-27.7320
2016-06-30,-3.6685
2016-03-31,1.7099
2015-12-31,-12.8181
2015-09-30,0.2663
2015-06-30,0.1373
2015-03-31,-0.2217
2014-12-31,-2.3401
2014-09-30,2.6708
2014-06-30,4.3656
2014-03-31,2.9996
2013-12-31,5.9607
2013-09-30,4.5566
2013-06-30,4.2443
2013-03-31,3.2082
