Period,Profit Margin (Quarterly)
2017-12-31,-60.9889
2017-09-30,-115.8694
2017-06-30,-205.0568
2017-03-31,-157.7880
2016-12-31,-58.9692
2016-09-30,-76.2800
2016-06-30,-64.1674
2016-03-31,-76.6632
2015-12-31,-65.5721
2015-09-30,-32.4924
2015-06-30,-38.4273
2015-03-31,-117.3641
2014-12-31,-33.3613
2014-09-30,-47.0349
2014-06-30,22.3832
2014-03-31,-1360.8019
2013-12-31,-359.5393
2013-09-30,-343.5488
2013-06-30,-124.3220
2013-03-31,-133.0681
