Period,Profit Margin (Quarterly)
2017-03-31,1.7298
2016-12-31,5.2685
2016-09-30,-1.4097
2016-06-30,1.4115
2016-03-31,3.4632
2015-12-31,0.7544
2015-09-30,5.2658
2015-06-30,2.2033
2015-03-31,1.4289
2014-12-31,6.9821
2014-09-30,3.6779
2014-06-30,1.9973
2014-03-31,3.4277
2013-12-31,3.3956
2013-09-30,2.9427
2013-06-30,1.7033
2013-03-31,2.8589
