Period,Profit Margin (Quarterly)
2017-12-31,5.5599
2017-09-30,8.7866
2017-06-30,8.5052
2017-03-31,5.2288
2016-12-31,4.5662
2016-09-30,8.1382
2016-06-30,7.6180
2016-03-31,7.7922
2015-12-31,11.4688
2015-09-30,9.7561
2015-06-30,8.0435
2015-03-31,7.6464
2014-12-31,9.2131
2014-09-30,11.0073
2014-06-30,8.5572
2014-03-31,5.4084
2013-12-31,6.5828
2013-09-30,7.5648
2013-06-30,4.7917
2013-03-31,4.6644
