Period,Profit Margin (Quarterly)
2017-12-31,2.5050
2017-09-30,1.1773
2017-06-30,1.6494
2017-03-31,1.3135
2016-12-31,3.3204
2016-09-30,0.1143
2016-06-30,2.0178
2016-03-31,-2.0161
2015-12-31,-1.0474
2015-09-30,-17.3007
2015-06-30,2.2142
2015-03-31,2.8253
2014-12-31,-23.0258
2014-09-30,4.3893
2014-06-30,3.9004
2014-03-31,3.1457
2013-12-31,5.3877
2013-09-30,4.9594
2013-06-30,4.4648
2013-03-31,4.5612
