Period,Profit Margin (Quarterly)
2017-12-31,4.6389
2017-09-30,4.9539
2017-06-30,7.7714
2017-03-31,4.3418
2016-12-31,3.9605
2016-09-30,4.3804
2016-06-30,4.1115
2016-03-31,-7.0641
2015-12-31,3.9235
2015-09-30,3.7842
2015-06-30,4.1392
2015-03-31,4.2074
2014-12-31,4.2948
2014-09-30,4.1465
2014-06-30,4.5330
2014-03-31,4.9181
2013-12-31,4.4521
2013-09-30,4.4348
2013-06-30,5.0387
2013-03-31,4.7136
