Period,Profit Margin (Quarterly)
2017-12-31,-57.6308
2017-09-30,-19.7417
2017-06-30,-75.3636
2017-03-31,-158.2221
2016-09-30,-231.9251
2016-06-30,-136.1617
2016-03-31,-61.8844
2015-12-31,-103.5385
2015-09-30,-138.8652
2015-06-30,-300.3597
2015-03-31,-126.1100
2014-12-31,-164.1225
2014-09-30,-178.2550
2014-06-30,-128.4919
2014-03-31,-135.7688
2013-12-31,-3.2306
2013-09-30,-20.1899
2013-06-30,-47.0284
2013-03-31,-137.6447
