Period,Profit Margin (Quarterly)
2017-12-31,-39.2897
2017-09-30,-7.4573
2017-06-30,-1.7988
2017-03-31,11.2861
2016-12-31,0.6189
2016-09-30,2.0493
2016-06-30,-1.0927
2016-03-31,-0.8063
2015-12-31,-28.7281
2015-09-30,-15.2899
2015-06-30,2.5814
2015-03-31,-10.1871
2014-12-31,-10.5139
2014-09-30,-3.2806
2014-06-30,2.7201
2014-03-31,-1.7738
2013-12-31,-6.6422
2013-09-30,-3.9401
2013-06-30,0.7631
2013-03-31,-10.4580
