Period,Profit Margin (Quarterly)
2017-12-31,-3.9225
2017-09-30,7.0019
2017-06-30,7.7416
2017-03-31,5.3877
2016-12-31,6.4281
2016-09-30,7.9223
2016-06-30,7.4214
2016-03-31,1.5144
2015-12-31,6.7085
2015-09-30,7.0326
2015-06-30,8.6087
2015-03-31,4.1993
2014-12-31,8.0533
2014-09-30,8.9401
2014-06-30,7.7540
2014-03-31,1.9304
2013-12-31,8.5999
2013-09-30,7.2672
2013-06-30,6.8386
2013-03-31,6.5948
