Period,Profit Margin (Quarterly)
2017-12-31,14.2828
2017-09-30,9.0210
2017-06-30,13.3065
2017-03-31,13.4729
2016-12-31,8.7075
2016-09-30,11.8407
2016-06-30,11.6704
2016-03-31,11.6633
2015-12-31,11.8205
2015-09-30,9.7642
2015-06-30,9.4190
2015-03-31,13.1629
2014-12-31,13.2155
2014-09-30,11.7702
2014-06-30,14.1790
2014-03-31,16.0071
2013-12-31,12.6947
2013-09-30,13.8543
2013-06-30,14.7232
2013-03-31,10.2664
