Period,Profit Margin (Quarterly)
2017-12-31,-1.4191
2017-09-30,-18.5446
2017-06-30,-21.2682
2017-03-31,-12.4476
2016-12-31,-52.9403
2016-09-30,-39.1052
2016-06-30,-23.6874
2016-03-31,-28.1921
2015-12-31,-28.0302
2015-09-30,-44.0212
2015-06-30,-22.1460
2015-03-31,-47.8690
2014-12-31,-13.0800
2014-09-30,-20.2462
2014-06-30,-29.1101
2014-03-31,-9.2788
2013-12-31,-5.9157
2013-09-30,-11.0170
2013-06-30,-27.8915
2013-03-31,-11.6766
