Period,Profit Margin (Quarterly)
2017-12-31,9.4345
2017-09-30,None
2017-06-30,2.9259
2017-03-31,2.1636
2016-12-31,-1.0108
2016-09-30,2.0499
2016-06-30,1.1494
2016-03-31,-15.8698
2015-12-31,2.0503
2015-09-30,3.7182
2015-06-30,-12.5000
2015-03-31,-0.5766
2014-12-31,1.2010
2014-09-30,2.8420
2014-06-30,2.6509
2014-03-31,0.4526
2013-12-31,1.8875
2013-09-30,2.0290
2013-06-30,2.6161
2013-03-31,2.9976
