Period,Profit Margin (Quarterly)
2017-12-31,-770.6907
2017-09-30,-498.7403
2017-06-30,-1267.0498
2017-03-31,-1113.0642
2016-12-31,-752.3404
2016-09-30,-665.2551
2016-06-30,-766.0212
2016-03-31,-564.2567
2015-12-31,-313.9430
2015-09-30,-325.8773
2015-06-30,-191.1859
2015-03-31,-183.0563
2014-12-31,-396.4898
2014-09-30,-422.7674
2014-06-30,-290.3637
2014-03-31,-488.0682
2013-12-31,-1408.3664
2013-09-30,-355.9496
2013-06-30,-305.6292
2013-03-31,-479.9619
