Period,Profit Margin (Quarterly)
2017-12-31,1.5205
2017-09-30,5.4307
2017-06-30,5.5283
2017-03-31,4.5616
2016-12-31,4.6494
2016-09-30,3.6490
2016-06-30,4.1529
2016-03-31,2.5791
2015-12-31,8.3586
2015-09-30,1.8944
2015-06-30,5.1812
2015-03-31,5.7137
2014-12-31,6.6426
2014-09-30,6.3024
2014-06-30,15.9909
2014-03-31,4.4379
2013-12-31,3.1694
2013-09-30,5.4678
2013-06-30,5.4363
2013-03-31,2.9177
