Period,Profit Margin (Quarterly)
2017-12-31,4.2349
2017-09-30,6.5452
2017-06-30,6.2101
2017-03-31,9.2182
2016-12-31,4.7259
2016-09-30,6.8807
2016-06-30,4.6790
2016-03-31,6.3267
2015-12-31,2.2073
2015-09-30,6.7731
2015-06-30,6.4157
2015-03-31,6.5926
2014-12-31,6.5726
2014-09-30,7.4723
2014-06-30,6.2414
2014-03-31,5.7438
2013-12-31,4.6162
2013-09-30,7.9260
2013-06-30,7.4621
2013-03-31,6.8348
