Period,Profit Margin (Quarterly)
2017-12-31,0.5096
2017-09-30,8.6947
2017-06-30,7.3438
2017-03-31,8.7024
2016-12-31,7.7144
2016-09-30,8.6781
2016-06-30,7.4319
2016-03-31,7.1226
2015-12-31,9.6515
2015-09-30,9.4018
2015-06-30,8.6080
2015-03-31,7.4763
2014-12-31,8.6506
2014-09-30,6.7333
2014-06-30,7.4956
2014-03-31,5.4120
2013-12-31,6.2522
2013-09-30,7.0602
2013-06-30,7.0103
2013-03-31,6.9340
