Period,Profit Margin (Quarterly)
2017-12-31,19.9839
2017-09-30,9.2626
2017-06-30,7.3866
2017-03-31,6.9222
2016-12-31,7.3288
2016-09-30,10.6047
2016-06-30,8.2231
2016-03-31,6.1974
2015-12-31,6.6467
2015-09-30,8.4518
2015-06-30,8.8650
2015-03-31,5.9019
2014-12-31,8.3146
2014-09-30,7.4683
2014-06-30,8.8816
2014-03-31,-26.9930
2013-12-31,8.9908
2013-09-30,-22.3408
2013-06-30,4.1883
2013-03-31,1.3208
