Period,Profit Margin (Quarterly)
2017-12-31,12.7111
2017-09-30,9.9986
2017-06-30,9.1751
2017-03-31,3.9026
2016-12-31,5.9188
2016-09-30,10.5779
2016-06-30,20.2700
2016-03-31,5.2659
2015-12-31,7.0209
2015-09-30,8.6294
2015-06-30,2.1915
2015-03-31,1.7764
2014-12-31,7.8846
2014-09-30,8.6056
2014-06-30,8.6370
2014-03-31,2.9013
2013-12-31,1.5393
2013-09-30,5.1615
2013-06-30,9.3338
2013-03-31,3.3346
