Period,Profit Margin (Quarterly)
2017-12-31,-24.9125
2017-09-30,-8.7264
2017-06-30,-6.9689
2017-03-31,-21.5983
2016-12-31,-13.4515
2016-09-30,-2.1800
2016-06-30,-6.4002
2016-03-31,-12.9132
2015-12-31,-6.1592
2015-09-30,-0.2375
2015-06-30,-2.2036
2015-03-31,-24.4996
2014-12-31,-10.2296
2014-09-30,-1.6326
2014-06-30,-0.3459
2014-03-31,-2.8871
2013-12-31,-10.8711
2013-09-30,4.2831
2013-06-30,2.4089
2013-03-31,-4.5937
