Period,Profit Margin (Quarterly)
2017-12-31,-7.2737
2017-09-30,7.5271
2017-06-30,2.1683
2017-03-31,-4.1012
2016-12-31,-8.6481
2016-09-30,-7.5234
2016-06-30,-12.9388
2016-03-31,-2.3242
2015-12-31,-5.1328
2015-09-30,-11.5672
2015-06-30,0.6490
2015-03-31,4.8342
2014-12-31,5.1547
2014-09-30,6.2369
2014-06-30,3.1591
2014-03-31,-0.7825
2013-12-31,0.8195
2013-09-30,1.9224
2013-06-30,0.0619
2013-03-31,-1.1094
