Period,Profit Margin (Quarterly)
2017-08-31,4.3743
2017-05-31,6.3486
2017-02-28,5.9786
2016-11-30,8.0239
2016-08-31,5.1388
2016-05-31,8.6798
2016-02-29,7.3875
2015-11-30,9.7122
2015-08-31,8.0482
2015-05-31,8.7047
2015-02-28,8.9320
2014-11-30,8.8799
2014-08-31,7.1189
2014-05-31,6.9057
2014-02-28,5.6584
2013-11-30,9.3273
2013-08-31,8.6219
2013-05-31,7.9415
2013-02-28,9.4261
