Period,Profit Margin (Quarterly)
2017-12-31,2.8005
2017-09-30,7.8653
2017-06-30,9.7950
2017-03-31,7.1418
2016-12-31,7.3634
2016-09-30,9.8701
2016-06-30,9.5136
2016-03-31,6.1608
2015-12-31,7.3699
2015-09-30,8.9576
2015-06-30,6.5328
2015-03-31,8.7694
2014-12-31,1.2220
2014-09-30,8.1542
2014-06-30,9.5175
2014-03-31,7.3273
2013-12-31,5.7940
2013-09-30,10.0307
2013-06-30,10.6797
2013-03-31,6.9458
