Period,Profit Margin (Quarterly)
2017-12-31,0.3622
2017-09-30,5.9371
2017-06-30,5.1441
2017-03-31,5.0067
2016-12-31,6.6670
2016-09-30,4.8330
2016-06-30,3.3500
2016-03-31,6.6869
2015-12-31,4.5292
2015-09-30,4.1455
2015-06-30,2.8933
2015-03-31,1.2605
2014-12-31,5.9479
2014-09-30,4.8502
2014-06-30,3.0171
2014-03-31,3.5898
2013-12-31,4.8529
2013-09-30,1.9072
2013-06-30,0.5797
2013-03-31,-2.6431
