Period,Profit Margin (Quarterly)
2017-12-31,-15.8821
2017-09-30,9.8929
2017-06-30,12.3533
2017-03-31,11.2062
2016-12-31,11.3253
2016-09-30,11.8205
2016-06-30,10.8291
2016-03-31,10.0051
2015-12-31,8.5031
2015-09-30,11.5536
2015-06-30,10.8678
2015-03-31,9.6735
2014-12-31,10.1595
2014-09-30,10.6646
2014-06-30,9.3854
2014-03-31,7.2900
2013-12-31,9.2132
2013-09-30,7.7572
2013-06-30,78.2841
2013-03-31,5.1118
