Period,Profit Margin (Quarterly)
2017-12-31,0.8272
2017-09-30,-1.3032
2017-06-30,2.9120
2017-03-31,3.2177
2016-12-31,-1.1304
2016-09-30,-1.7415
2016-06-30,0.2478
2016-03-31,7.4428
2015-12-31,-8.2120
2015-09-30,-1.1105
2015-06-30,-0.0141
2015-03-31,-3.6964
2014-12-31,1.6606
2014-09-30,4.3581
2014-06-30,2.2583
2014-03-31,0.0770
2013-12-31,5.8550
2013-09-30,1.4219
2013-06-30,3.7899
2013-03-31,4.0639
