Period,Profit Margin (Quarterly)
2017-12-31,3.2894
2017-09-30,12.8351
2017-06-30,8.1536
2017-03-31,12.5515
2016-12-31,6.2529
2016-09-30,11.0298
2016-06-30,13.7574
2016-03-31,16.0853
2015-12-31,11.5220
2015-09-30,17.5077
2015-06-30,17.1209
2015-03-31,19.0803
2014-12-31,18.8420
2014-09-30,17.9546
2014-06-30,19.9607
2014-03-31,20.0408
2013-12-31,17.0116
2013-09-30,16.7615
2013-06-30,21.1336
2013-03-31,18.7524
