Period,Profit Margin (Quarterly)
2017-12-31,5.5704
2017-09-30,6.1862
2017-06-30,6.8876
2017-03-31,4.7931
2016-12-31,0.9661
2016-09-30,3.0688
2016-06-30,5.1179
2016-03-31,4.8822
2015-12-31,3.5173
2015-09-30,5.5836
2015-06-30,4.9229
2015-03-31,4.8603
2014-12-31,4.7192
2014-09-30,3.4298
2014-06-30,5.9466
2014-03-31,5.4084
2013-12-31,3.9910
2013-09-30,5.9854
2013-06-30,5.9024
2013-03-31,6.4164
