Period,Profit Margin (Quarterly)
2017-12-31,14.6943
2017-09-30,8.9176
2017-06-30,8.2303
2017-03-31,9.4987
2016-12-31,9.0644
2016-09-30,7.6172
2016-06-30,7.0146
2016-03-31,6.1245
2015-12-31,8.3692
2015-09-30,10.4106
2015-06-30,18.9009
2015-03-31,12.2128
2014-12-31,8.5591
2014-09-30,11.5370
2014-06-30,10.9016
2014-03-31,8.8839
2013-12-31,12.7734
2013-09-30,13.8703
2013-06-30,17.0796
2013-03-31,11.9051
