Period,Profit Margin (Quarterly)
2017-12-31,1.6661
2017-09-30,8.4822
2017-06-30,8.3892
2017-03-31,7.6519
2016-12-31,9.0349
2016-09-30,7.6602
2016-06-30,8.1767
2016-03-31,6.6139
2015-12-31,6.7631
2015-09-30,6.7952
2015-06-30,5.7069
2015-03-31,9.0233
2014-12-31,8.5248
2014-09-30,8.5656
2014-06-30,8.5391
2014-03-31,7.2179
2013-12-31,8.1548
2013-09-30,7.5730
2013-06-30,7.9097
2013-03-31,7.7580
