Period,Profit Margin (Quarterly)
2017-12-31,2.9113
2017-09-30,3.6417
2017-06-30,2.9973
2017-03-31,1.4431
2016-12-31,3.4930
2016-09-30,3.8492
2016-06-30,3.5048
2016-03-31,2.1669
2015-12-31,1.9400
2015-09-30,3.9710
2015-06-30,4.8599
2015-03-31,2.8793
2014-12-31,3.1517
2014-09-30,3.2406
2014-06-30,3.6584
2014-03-31,2.8084
2013-12-31,3.1367
2013-09-30,4.5269
2013-06-30,4.1443
2013-03-31,1.8435
