Period,Profit Margin (Quarterly)
2017-12-31,-1.3383
2017-09-30,6.5296
2017-06-30,6.7875
2017-03-31,4.1388
2016-12-31,6.0096
2016-09-30,7.9588
2016-06-30,6.2898
2016-03-31,6.4892
2015-12-31,6.7992
2015-09-30,8.0550
2015-06-30,8.1996
2015-03-31,6.9757
2014-12-31,5.9069
2014-09-30,7.2030
2014-06-30,5.0912
2014-03-31,7.5907
2013-12-31,6.3150
2013-09-30,5.0982
2013-06-30,8.0409
2013-03-31,5.7607
