Period,Profit Margin (Quarterly)
2017-12-31,9.7082
2017-09-30,19.8677
2017-06-30,21.0360
2017-03-31,17.8314
2016-12-31,-29.8551
2016-09-30,16.6227
2016-06-30,14.6346
2016-03-31,12.9716
2015-12-31,16.4469
2015-09-30,15.8913
2015-06-30,51.4583
2015-03-31,22.4638
2014-12-31,16.0262
2014-09-30,19.6789
2014-06-30,20.5352
2014-03-31,17.5006
2013-12-31,16.4561
2013-09-30,20.2505
2013-06-30,20.2234
2013-03-31,19.3759
