Period,Profit Margin (Quarterly)
2017-12-31,10.2725
2017-09-30,11.3641
2017-06-30,10.2253
2017-03-31,8.1701
2016-12-31,9.6082
2016-09-30,11.1394
2016-06-30,13.0376
2016-03-31,10.3101
2015-12-31,10.4585
2015-09-30,-268.8797
2015-06-30,10.2490
2015-03-31,18.0185
2014-12-31,9.3968
2014-09-30,None
2014-06-30,11.5336
2014-03-31,9.4116
2013-12-31,8.2412
2013-09-30,11.6706
2013-06-30,3.0580
2013-03-31,9.4128
