Period,Gross Profit Margin (Quarterly)
2017-12-31,21.7785
2017-09-30,15.2524
2017-06-30,11.6372
2017-03-31,9.2408
2016-12-31,-19.8117
2016-09-30,4.4673
2016-06-30,15.7304
2016-03-31,11.1464
2015-12-31,18.8779
2015-09-30,10.7679
2015-06-30,17.3647
2015-03-31,11.7915
2014-12-31,20.2965
2014-09-30,16.2584
2014-06-30,14.6862
2014-03-31,16.8670
2013-12-31,19.8227
2013-09-30,13.8619
2013-06-30,13.6339
2013-03-31,14.1137
