Period,Gross Profit Margin (Quarterly)
2017-12-31,41.4715
2017-09-30,42.0747
2017-06-30,42.0117
2017-03-31,42.2645
2016-12-31,40.9826
2016-09-30,42.0029
2016-06-30,42.6698
2016-03-31,42.0892
2015-12-31,40.7328
2015-09-30,41.7710
2015-06-30,41.0600
2015-03-31,41.0533
2014-12-31,39.6690
2014-09-30,40.8992
2014-06-30,40.3334
2014-03-31,39.5349
2013-12-31,38.8576
2013-09-30,39.7982
2013-06-30,40.0223
2013-03-31,39.2398
