Period,Gross Profit Margin (Quarterly)
2017-12-31,39.8590
2017-09-30,39.4142
2017-06-30,39.4330
2017-03-31,38.4687
2016-12-31,37.0776
2016-09-30,39.7993
2016-06-30,39.5923
2016-03-31,38.8430
2015-12-31,39.2354
2015-09-30,38.9135
2015-06-30,37.8261
2015-03-31,37.6344
2014-12-31,39.0595
2014-09-30,39.0447
2014-06-30,38.6070
2014-03-31,37.7483
2013-12-31,39.6902
2013-09-30,39.7927
2013-06-30,38.6458
2013-03-31,37.9977
