Period,Gross Profit Margin (Quarterly)
2017-12-31,18.4289
2017-09-30,15.5126
2017-06-30,18.7473
2017-03-31,18.5947
2016-12-31,15.6347
2016-09-30,13.8221
2016-06-30,16.5142
2016-03-31,14.7945
2015-12-31,14.4992
2015-09-30,13.8742
2015-06-30,13.4909
2015-03-31,15.1268
2014-12-31,16.6680
2014-09-30,17.0889
2014-06-30,19.8274
2014-03-31,15.3496
2013-12-31,17.2866
2013-09-30,18.2109
2013-06-30,18.3342
2013-03-31,15.2351
