Period,Gross Profit Margin (Quarterly)
2017-12-31,42.1285
2017-09-30,40.8988
2017-06-30,41.4386
2017-03-31,40.8514
2016-12-31,41.4840
2016-09-30,41.4242
2016-06-30,42.5337
2016-03-31,41.2467
2015-12-31,41.0698
2015-09-30,40.8895
2015-06-30,40.1530
2015-03-31,37.0574
2014-12-31,36.9974
2014-09-30,37.0186
2014-06-30,36.3117
2014-03-31,35.4763
2013-12-31,35.7667
2013-09-30,36.6654
2013-06-30,36.0590
2013-03-31,35.1845
