Period,Gross Profit Margin (Quarterly)
2017-12-31,38.8791
2017-09-30,40.5253
2017-06-30,39.7410
2017-03-31,39.8837
2016-12-31,40.6618
2016-09-30,39.5459
2016-06-30,38.3530
2016-03-31,37.8679
2015-12-31,37.2682
2015-09-30,37.6249
2015-06-30,38.1304
2015-03-31,35.9725
2014-12-31,35.6566
2014-09-30,36.5161
2014-06-30,33.1634
2014-03-31,31.5116
2013-12-31,31.0855
2013-09-30,37.5357
2013-06-30,35.6398
2013-03-31,35.3995
