Period,Gross Profit Margin (Quarterly)
2017-12-31,31.3891
2017-09-30,31.0785
2017-06-30,30.0582
2017-03-31,28.6314
2016-12-31,31.2671
2016-09-30,29.8782
2016-06-30,30.5468
2016-03-31,29.7940
2015-12-31,28.1785
2015-09-30,29.9547
2015-06-30,29.5642
2015-03-31,28.8880
2014-12-31,28.4612
2014-09-30,28.3661
2014-06-30,28.3761
2014-03-31,27.9441
2013-12-31,27.5134
2013-09-30,28.0546
2013-06-30,28.0866
2013-03-31,28.4136
