Period,Gross Profit Margin (Quarterly)
2017-12-31,25.3386
2017-09-30,25.8994
2017-06-30,26.1951
2017-03-31,26.6611
2016-12-31,27.6539
2016-09-30,28.0003
2016-06-30,27.6945
2016-03-31,26.2548
2015-12-31,25.4339
2015-09-30,27.2236
2015-06-30,26.7610
2015-03-31,25.1674
2014-12-31,25.7146
2014-09-30,25.8030
2014-06-30,25.6386
2014-03-31,26.7579
2013-12-31,25.9897
2013-09-30,25.3759
2013-06-30,23.4622
2013-03-31,24.2980
