Period,Gross Profit Margin (Quarterly)
2017-12-31,30.6244
2017-09-30,31.2488
2017-06-30,31.1336
2017-03-31,33.0641
2016-12-31,30.7715
2016-09-30,31.0903
2016-06-30,31.4552
2016-03-31,31.9922
2015-12-31,28.9992
2015-09-30,30.5294
2015-06-30,31.9919
2015-03-31,32.3178
2014-12-31,32.4819
2014-09-30,32.0490
2014-06-30,32.3655
2014-03-31,30.8852
2013-12-31,30.5095
2013-09-30,31.5694
2013-06-30,31.4511
2013-03-31,30.6949
