Period,Gross Profit Margin (Quarterly)
2017-12-31,29.7283
2017-09-30,32.1646
2017-06-30,32.1180
2017-03-31,29.1442
2016-12-31,30.1149
2016-09-30,32.3701
2016-06-30,32.0400
2016-03-31,29.4703
2015-12-31,30.3386
2015-09-30,31.7617
2015-06-30,30.7122
2015-03-31,27.7408
2014-12-31,30.2237
2014-09-30,31.2555
2014-06-30,31.1327
2014-03-31,28.2089
2013-12-31,28.5327
2013-09-30,31.0030
2013-06-30,30.0406
2013-03-31,27.5256
