Period,Gross Profit Margin (Quarterly)
2017-12-31,37.1521
2017-09-30,36.8637
2017-06-30,36.0878
2017-03-31,34.8689
2016-12-31,33.8645
2016-09-30,35.4379
2016-06-30,35.0572
2016-03-31,34.0641
2015-12-31,34.3981
2015-09-30,34.8426
2015-06-30,35.0031
2015-03-31,36.5477
2014-12-31,36.5118
2014-09-30,37.0998
2014-06-30,35.3852
2014-03-31,38.0268
2013-12-31,37.0476
2013-09-30,37.2789
2013-06-30,35.7578
2013-03-31,38.3121
