Period,Gross Profit Margin (Quarterly)
2017-12-31,32.8149
2017-09-30,33.3776
2017-06-30,33.6510
2017-03-31,34.4224
2016-12-31,33.8174
2016-09-30,35.6485
2016-06-30,35.9718
2016-03-31,33.9862
2015-12-31,31.5200
2015-09-30,33.0309
2015-06-30,32.4168
2015-03-31,31.6709
2014-12-31,30.6315
2014-09-30,32.0626
2014-06-30,34.9406
2014-03-31,33.7528
2013-12-31,33.0985
2013-09-30,34.8101
2013-06-30,35.9057
2013-03-31,33.2283
