Period,Gross Profit Margin (Quarterly)
2017-12-31,36.7405
2017-09-30,46.5466
2017-06-30,39.2276
2017-03-31,32.1298
2016-09-30,23.9462
2016-06-30,30.5936
2016-03-31,25.9932
2015-12-31,35.0582
2015-09-30,20.1443
2015-06-30,13.2723
2015-03-31,12.9351
2014-12-31,20.8422
2014-09-30,35.7843
2014-06-30,39.9477
2014-03-31,34.5071
2013-12-31,40.8228
2013-09-30,41.5563
2013-06-30,33.9871
2013-03-31,27.7126
