Period,Gross Profit Margin (Quarterly)
2017-09-30,41.3629
2017-06-30,42.0875
2017-03-31,41.6598
2016-12-31,39.0033
2016-09-30,39.8522
2016-06-30,39.3812
2016-03-31,40.2262
2015-12-31,42.7034
2015-09-30,39.9759
2015-06-30,39.5695
2015-03-31,38.1774
2014-12-31,37.8904
2014-09-30,36.3841
2014-06-30,37.5064
2014-03-31,37.8238
2013-12-31,37.3507
2013-09-30,38.6726
2013-06-30,38.2914
2013-03-31,38.8936
