Period,Gross Profit Margin (Quarterly)
2017-12-31,41.3638
2017-09-30,39.9372
2017-06-30,38.6106
2017-03-31,41.7337
2016-12-31,44.1609
2016-09-30,42.6189
2016-06-30,43.9468
2016-03-31,43.0892
2015-12-31,42.4036
2015-09-30,43.2891
2015-06-30,44.1185
2015-03-31,42.0378
2014-12-31,43.0393
2014-09-30,43.0131
2014-06-30,43.4824
2014-03-31,41.8075
2013-12-31,42.9343
2013-09-30,43.4187
2013-06-30,43.8184
2013-03-31,43.1448
