Period,Gross Profit Margin (Quarterly)
2017-03-31,15.6876
2016-12-31,18.2946
2016-09-30,11.8546
2016-06-30,17.5538
2016-03-31,17.5872
2015-12-31,19.8099
2015-09-30,20.1444
2015-06-30,17.2967
2015-03-31,17.1682
2014-12-31,21.3889
2014-09-30,16.9767
2014-06-30,16.7626
2014-03-31,16.1854
2013-12-31,18.9772
2013-09-30,16.7851
2013-06-30,19.7158
2013-03-31,16.3418
