Period,Gross Profit Margin (Quarterly)
2017-12-31,32.3422
2017-09-30,33.4293
2017-06-30,32.7747
2017-03-31,31.7244
2016-12-31,31.6211
2016-09-30,32.4043
2016-06-30,32.6968
2016-03-31,31.6227
2015-12-31,31.9953
2015-09-30,30.8668
2015-06-30,31.5897
2015-03-31,31.2081
2014-12-31,30.8715
2014-09-30,31.6341
2014-06-30,30.2063
2014-03-31,29.7524
2013-12-31,29.7811
2013-09-30,30.7473
2013-06-30,30.9175
2013-03-31,29.6610
