Period,Gross Profit Margin (Quarterly)
2017-12-31,24.8603
2017-09-30,24.7458
2017-06-30,24.3737
2017-03-31,23.1273
2016-12-31,23.6838
2016-09-30,23.0617
2016-06-30,22.8283
2016-03-31,23.8506
2015-12-31,23.9341
2015-09-30,22.8245
2015-06-30,22.4002
2015-03-31,20.5426
2014-12-31,24.7116
2014-09-30,23.4060
2014-06-30,21.8873
2014-03-31,21.3166
2013-12-31,22.2160
2013-09-30,21.6403
2013-06-30,20.6152
2013-03-31,19.3752
