Period,Gross Profit Margin (Quarterly)
2017-12-31,43.3083
2017-09-30,42.2975
2017-06-30,47.9164
2017-03-31,47.6312
2016-12-31,45.9622
2016-09-30,45.5643
2016-06-30,44.9449
2016-03-31,45.5530
2015-12-31,43.1162
2015-09-30,47.5019
2015-06-30,46.5050
2015-03-31,48.0613
2014-12-31,44.6733
2014-09-30,44.6844
2014-06-30,43.0028
2014-03-31,45.1766
2013-12-31,43.8928
2013-09-30,43.9369
2013-06-30,48.6095
2013-03-31,47.2757
