Period,Gross Profit Margin (Quarterly)
2017-12-31,30.6598
2017-09-30,32.1555
2017-06-30,32.2918
2017-03-31,30.7132
2016-12-31,31.9305
2016-09-30,31.2912
2016-06-30,31.8600
2016-03-31,30.2738
2015-12-31,31.2185
2015-09-30,30.4830
2015-06-30,30.5101
2015-03-31,30.2403
2014-12-31,30.3551
2014-09-30,30.7787
2014-06-30,30.8878
2014-03-31,29.4073
2013-12-31,28.6961
2013-09-30,30.5843
2013-06-30,30.0500
2013-03-31,29.9752
