Period,Gross Profit Margin (Quarterly)
2017-12-31,35.5970
2017-09-30,37.3112
2017-06-30,36.4118
2017-03-31,34.6195
2016-12-31,36.5203
2016-09-30,39.7900
2016-06-30,38.2257
2016-03-31,36.5738
2015-12-31,39.7371
2015-09-30,35.4666
2015-06-30,38.1807
2015-03-31,37.0704
2014-12-31,40.5867
2014-09-30,38.8335
2014-06-30,38.9954
2014-03-31,37.9330
2013-12-31,40.3126
2013-09-30,40.0703
2013-06-30,40.5108
2013-03-31,38.2509
