Period,Gross Profit Margin (Quarterly)
2017-12-31,62.3775
2017-09-30,62.6272
2017-06-30,62.1898
2017-03-31,61.4573
2016-12-31,62.0180
2016-09-30,61.2069
2016-06-30,60.9216
2016-03-31,62.0019
2015-12-31,61.3678
2015-09-30,60.3533
2015-06-30,60.0210
2015-03-31,59.8836
2014-12-31,59.7943
2014-09-30,59.2724
2014-06-30,59.1049
2014-03-31,58.6218
2013-12-31,59.9681
2013-09-30,58.3014
2013-06-30,56.8241
2013-03-31,57.1912
