Period,Gross Profit Margin (Quarterly)
2017-12-31,38.7545
2017-09-30,37.6169
2017-06-30,37.7731
2017-03-31,39.4663
2016-12-31,35.7196
2016-09-30,36.8520
2016-06-30,37.0367
2016-03-31,37.2106
2015-12-31,37.1117
2015-09-30,35.0500
2015-06-30,37.0773
2015-03-31,39.6016
2014-12-31,39.1763
2014-09-30,35.3170
2014-06-30,38.7851
2014-03-31,39.7835
2013-12-31,38.2870
2013-09-30,39.8131
2013-06-30,39.4173
2013-03-31,39.4928
