Period,Gross Profit Margin (Quarterly)
2017-12-31,-45.6951
2017-09-30,5.8724
2017-06-30,-201.7757
2017-03-31,-157.8917
2016-12-31,-10.0817
2016-09-30,-67.9917
2016-06-30,7.1959
2016-03-31,0.3806
2015-12-31,1.3214
2015-09-30,5.9258
2015-06-30,11.9178
2015-03-31,14.8991
2014-12-31,-36.3876
2014-09-30,-21.8036
2014-06-30,-1.7498
2014-03-31,-36.4585
2013-12-31,-60.4736
2013-09-30,-1.9213
2013-06-30,-6.1828
2013-03-31,-12.9304
