Period,Gross Profit Margin (Quarterly)
2017-12-31,53.4521
2017-09-30,53.5699
2017-06-30,53.7418
2017-03-31,54.3977
2016-12-31,52.9142
2016-09-30,53.9738
2016-06-30,53.1822
2016-03-31,53.0632
2015-12-31,52.7564
2015-09-30,53.3553
2015-06-30,53.8387
2015-03-31,52.9050
2014-12-31,53.8423
2014-09-30,54.7939
2014-06-30,54.8289
2014-03-31,54.9424
2013-12-31,54.1326
2013-09-30,54.4599
2013-06-30,55.4993
2013-03-31,55.9919
