Period,Gross Profit Margin (Quarterly)
2017-12-31,26.6236
2017-09-30,26.4908
2017-06-30,25.6558
2017-03-31,26.5028
2016-12-31,25.4848
2016-09-30,28.6191
2016-06-30,26.5800
2016-03-31,26.5705
2015-12-31,28.4163
2015-09-30,27.3263
2015-06-30,26.6822
2015-03-31,24.2295
2014-12-31,24.2491
2014-09-30,24.5601
2014-06-30,24.8119
2014-03-31,24.2636
2013-12-31,24.4741
2013-09-30,25.5793
2013-06-30,25.4501
2013-03-31,25.6361
