Period,Gross Profit Margin (Quarterly)
2017-12-31,23.7817
2017-09-30,24.7209
2017-06-30,24.0703
2017-03-31,23.5754
2016-12-31,23.4506
2016-09-30,23.2262
2016-06-30,23.1539
2016-03-31,21.8924
2015-12-31,20.8814
2015-09-30,23.2960
2015-06-30,23.0156
2015-03-31,24.9594
2014-12-31,23.3943
2014-09-30,24.7732
2014-06-30,23.8117
2014-03-31,22.4068
2013-12-31,22.0874
2013-09-30,23.2394
2013-06-30,23.6322
2013-03-31,22.3115
