Period,Gross Profit Margin (Quarterly)
2017-08-31,21.7791
2017-05-31,23.6230
2017-02-28,23.5881
2016-11-30,23.6816
2016-08-31,21.4750
2016-05-31,26.0963
2016-02-29,25.2074
2015-11-30,25.7574
2015-08-31,24.9736
2015-05-31,25.9096
2015-02-28,26.0171
2014-11-30,27.0312
2014-08-31,21.7666
2014-05-31,25.6276
2014-02-28,25.2606
2013-11-30,26.9832
2013-08-31,29.4574
2013-05-31,27.6867
2013-02-28,27.0620
