Period,Gross Profit Margin (Quarterly)
2017-12-31,26.7921
2017-09-30,26.5800
2017-06-30,27.4976
2017-03-31,27.0473
2016-12-31,27.2440
2016-09-30,27.7448
2016-06-30,27.9465
2016-03-31,27.1406
2015-12-31,27.6058
2015-09-30,28.2783
2015-06-30,28.2059
2015-03-31,28.7034
2014-12-31,27.8895
2014-09-30,29.3006
2014-06-30,29.0999
2014-03-31,29.1839
2013-12-31,30.1518
2013-09-30,29.4557
2013-06-30,29.7183
2013-03-31,30.7163
