Period,Gross Profit Margin (Quarterly)
2017-12-31,32.0553
2017-09-30,30.8339
2017-06-30,31.3784
2017-03-31,29.4872
2016-12-31,26.5770
2016-09-30,25.5979
2016-06-30,26.2199
2016-03-31,23.2128
2015-12-31,25.8895
2015-09-30,21.9142
2015-06-30,29.0106
2015-03-31,31.1875
2014-12-31,30.4068
2014-09-30,34.5381
2014-06-30,29.2458
2014-03-31,27.2268
2013-12-31,29.3362
2013-09-30,31.1128
2013-06-30,27.1602
2013-03-31,25.9028
