Period,Gross Profit Margin (Quarterly)
2017-12-31,34.1004
2017-09-30,34.6027
2017-06-30,33.5056
2017-03-31,33.2122
2016-12-31,32.7252
2016-09-30,34.3964
2016-06-30,34.4874
2016-03-31,33.0420
2015-12-31,32.0064
2015-09-30,34.5528
2015-06-30,32.6941
2015-03-31,31.6344
2014-12-31,31.0557
2014-09-30,32.7243
2014-06-30,32.6330
2014-03-31,33.0570
2013-12-31,33.5619
2013-09-30,33.9087
2013-06-30,32.2416
2013-03-31,31.6630
